# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: python3 src/data/create_equipment_csv.py
EquipmentGameId|CardName|CanonicalEquipmentId|ClassIds|TalentIds|Cost|Defense|AbilityText|Types
EG43949489d7|Stonewall Impasse|CE49823966da|CL8060afda51|||1|When this defends, **clash** with the attacking hero. If you win, this gets +1{d} until end of turn.  **Temper**|Guardian, Equipment, Off-Hand
EG9eec25a091|Ticket Puncher|CE02f73a5089|CL46a808cfd5|||*|Ticket Puncher's {d} is equal to the number of opposing heroes with greater {h} than you.  **Blade Break**|Generic, Equipment, Arms
EG4e8bfb01ae|Vigor Girth|CEc165e93923|CL8060afda51, CLf4c16fcffe|||1|Action - Destroy this: Create a Vigor token. **Go again**  **Blade Break**|Guardian, Warrior, Equipment, Chest
EG99a2f62a69|Hide Tanner|CEe6617512cf|CL48a111b581|||1|When you discard a random card with 6 or more {p}, you may destroy this. If you do, create 2 Might tokens.  **Battleworn**|Brute, Equipment, Arms
EGc6a86f28b2|Savage Sash|CE6d0aad5589|CL48a111b581|||2|**Action** - Destroy this: Attack action cards with 6 or more {p} cost you {r} less to play this turn. **Go again**  **Temper**|Brute, Equipment, Chest
EG5851be1810|Aqua Laps|CE3b40613a8b||TLf06e1de18e||1|**Cloaked**  **Attack Reaction** - {r}, turn this face up: Target attack gets **go again**.  At the start of your turn, destroy this.|Mystic, Equipment, Legs
EGb5496ab776|Aqua Seeing Shell|CE3d004c9709||TLf06e1de18e||1|**Cloaked**  **Instant** - {r}{r}{r}, turn this face-up: Draw a card.  At the start of your turn, destroy this.|Mystic, Equipment, Head
EG2f9502f162|Arousing Wave|CEb6c39ca7e1|CLa055f8b49d|TLf06e1de18e||1|**Attack Reaction** - {r}, destroy this: Create a Fang Strike in your hand.  **Battleworn**|Mystic, Assassin, Equipment, Arms
EG3e57bdd7e4|Evo Heartdrive|CEd8689d5bd1|CLc2defff067||0|0|If you have a base chest equipped, transform it into this, then equip this.  When this is equipped, the next attack action card you play this turn costs {r} less to play.  **Arcane Barrier 1**|Mechanologist, Instant, Equipment, Evo, Chest
EGa479049b44|Evo Recall|CE540c6cbc95|CLc2defff067||0|0|If you have a base head equipped, transform it into this, then equip this.  When this is equipped, put up to 1 Mechanologist action card from your banished zone on top of your deck.  **Arcane Barrier 1**|Mechanologist, Instant, Equipment, Evo, Head
EG68d7c7053b|Evo Shortcircuit|CE674abb812f|CLc2defff067||0|0|If you have a base arms equipped, transform it into this, then equip this.  When this is equipped, deal 1 damage to any target.  **Arcane Barrier 1**|Mechanologist, Instant, Equipment, Evo, Arms
EGaf26fdd822|Evo Speedslip|CEb7b84dd6d8|CLc2defff067||0|0|If you have a base legs equipped, **transform** it into this, then equip this.  When this is equipped, the next attack action card you play this turn gets **boost**.  **Arcane Barrier 1**|Mechanologist, Instant, Equipment, Evo, Legs
EG2ac2216569|Heirloom of Rabbit Hide|CEe2ea130446|CLe7f74fadce|TLf06e1de18e|||**Cloaked**  While this is equipped face-down, at the start of your turn, if you have exactly 1{h}, you may turn this face-up.  **Ward 4**|Mystic, Illusionist, Equipment, Chest
EG9852eb6cc1|Heirloom of Snake Hide|CEb741efa97b|CLa055f8b49d|TLf06e1de18e||2|**Cloaked**  While this is equipped face-down, at the start of your turn, if you have exactly 1{h}, you may turn this face-up.  **Battleworn**|Mystic, Assassin, Equipment, Chest
EGc8bfd7ebe1|Heirloom of Tiger Hide|CE3f00273420|CL04a4fce796|TLf06e1de18e||3|**Cloaked**  While this is equipped face-down, at the start of your turn, if you have exactly 1{h}, you may turn this face-up.  **Blade Break**|Mystic, Ninja, Equipment, Chest
EGb31394f988|Koi Blessed Kimono|CE947f5ee1cc||TLf06e1de18e|||**Cloaked**  While this is equipped face-down, at the start of your turn, if you have exactly 1{h}, you may turn this face-up.  When this is turned face-up, destroy it. Search your deck for an Inner Chi, reveal it, put it into your hand, then shuffle.|Mystic, Equipment, Chest
EGedf0ba7fc7|Longdraw Half-glove|CEeb5ba97d06|CLe8126c64c3|||1|**Instant** - Destroy this, put 2 cards from your hand and/or arsenal on the bottom of your deck: Your next arrow attack this turn gets +4{p}.  **Battleworn**|Ranger, Equipment, Arms
EG6cccc36a39|Mask of Recurring Nightmares|CE0e7405a5e5|CLa055f8b49d|TLf06e1de18e||2|**Once per Turn Attack Reaction** - {c}{c}{c}: Target defending hero banishes a card from their hand.  **Blade Break**|Mystic, Assassin, Equipment, Head
EG50efff8d91|Mask of Wizened Whiskers|CE17ceeefd8e|CL04a4fce796|||1|When this defends, put a card with **combo** from your graveyard on the bottom of your deck.  **Blade Break**|Ninja, Equipment, Head
EGf62b0bf88e|Meridian Pathway|CEa1bce9627e|CLe7f74fadce|TLf06e1de18e|||**Instant** - {c}{c}{c}: You may play auras this turn as though they were instants.  Whenever you pitch a Chi, you may have this get **ward 3** until end of turn.|Mystic, Illusionist, Equipment, Legs
EGa43cb5ca29|Skybody Keikoi|CE1febeda5fc||TLf06e1de18e|||**Cloaked**  **Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this ability only while this is face-down.|Mystic, Equipment, Chest
EG24d9ecfe02|Skycrest Keikoi|CEb480a68fe6||TLf06e1de18e|||**Cloaked**  **Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this ability only while this is face-down.|Mystic, Equipment, Head
EGaf3c661d09|Skyhold Keikoi|CE3791cb1e66||TLf06e1de18e|||**Cloaked**  **Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this ability only while this is face-down.|Mystic, Equipment, Arms
EG6eb50b9290|Skywalker Keikoi|CEfa90d00ea0||TLf06e1de18e|||**Cloaked**  **Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this ability only while this is face-down.|Mystic, Equipment, Legs
EGa9972b8dd2|Stonewall Gauntlet|CEf3f016a166|CL46a808cfd5|||1|When this defends an attack with {p} greater than its base, opposing attacks get -1{p} this combat chain.  **Blade Break**|Generic, Equipment, Arms
EGd17c8c236e|Stride of Reprisal|CE99768bbffb|CL04a4fce796|TLf06e1de18e||1|When this defends, create a Crouching Tiger in your hand.  **Blade Break**|Mystic, Ninja, Equipment, Legs
EG6f08ac18cb|Traverse the Universe|CE6a908a0384||TLf06e1de18e||2|When this defends, search your deck for an Inner Chi, reveal it, put it into your hand, then shuffle.  **Blade Break**|Mystic, Equipment, Head
EG97349a3477|Truths Retold|CEa48892cecb|CLe7f74fadce|TLf06e1de18e|||**Cloaked**  **Instant** - {r}, turn this face-up: Put an aura from your graveyard on the bottom of your deck.  **Ward 1**|Mystic, Illusionist, Equipment, Head
EG310827b583|Twelve Petal Kāṣāya|CE95f3d4a10c|CL04a4fce796|TLf06e1de18e||2|Whenever you **transcend**, you may gain {r}.  **Instant** - {c}{c}{c}, destroy this: Create a Zen State token.  **Blade Break**|Mystic, Ninja, Equipment, Chest
EGd5113e3120|Undertow Stilettos|CEe5e064555a|CLa055f8b49d|TLf06e1de18e||1|**Attack Reaction** - {r}, destroy this: Create a Slither in your hand.  **Battleworn**|Mystic, Assassin, Equipment, Legs
EG56bb9686fe|Uphold Tradition|CE29364a0272|CLe7f74fadce|TLf06e1de18e|||**Cloaked**  **Instant** - {r}, turn this face-up: Put a +1{p} counter on an aura you control with **ward**.  **Ward 1**|Mystic, Illusionist, Equipment, Arms
EGfc0c3d8c4f|Waves of Aqua Marine|CE007c63442b||TLf06e1de18e||1|**Cloaked**  **Attack Reaction** - {r}, turn this face-up: Target attack gets +1{p}.  At the start of your turn, destroy this.|Mystic, Equipment, Arms
EG946d9acf87|Bracers of Bellona's Grace|CEf1d67fd2e5|CLf4c16fcffe|TLdfccc06f14||2|When this defends, you may **charge** your hero's soul. If a yellow card is **charged** this way, create a Courage token.  **Blade Break**|Light, Warrior, Equipment, Arms
EG55735098c0|Helm of Halo's Grace|CE6aebe859b5|CLf4c16fcffe|TLdfccc06f14||2|When this defends, you may **charge** your hero's soul. If a yellow card is **charged** this way, draw a card.  **Blade Break**|Light, Warrior, Equipment, Head
EGc4408ce110|Solar Plexus|CE2e4a5ec559||TLdfccc06f14|||**Instant** - Destroy this, banish a card from your soul: Yellow cards cost you {r} less to play this turn.|Light, Equipment, Chest
EG49ab287a3e|Warpath of Winged Grace|CE8db31102cb|CLf4c16fcffe|TLdfccc06f14||2|When this defends, you may **charge** your hero's soul. If a yellow card is **charged** this way, create a Quicken token.  **Blade Break**|Light, Warrior, Equipment, Legs
EGf1841a42fe|Flight Path|CEba532c1f0c|CLe8126c64c3|||1|**Attack Reaction** - Destroy this: Target arrow attack with an aim counter gets **go again**.  **Battleworn**|Ranger, Equipment, Legs
EG2b37199f3b|Hidden Agenda|CEf7111ae0c2|CLe8126c64c3||||**Instant** - Turn a face-down arrow in your arsenal face-up: Gain {r}. At the beginning of the end phase, destroy this.  **Arcane Barrier 1**|Ranger, Equipment, Chest
EG50df058ce5|Sharp Shooters|CEdb85bf38e7|CLe8126c64c3|||1|**Action** - Destroy this: Put an arrow from your hand face-up into your arsenal with an aim counter. **Go again**  **Battleworn**|Ranger, Equipment, Arms
EGcbccb5c3f4|Target Totalizer|CE30de922444|CLe8126c64c3||||**Action** - Destroy this: Whenever an arrow with an aim counter hits this turn, draw a card. **Go again**|Ranger, Equipment, Head
EG9421e5d832|Aether Crackers|CEc1fddc850e|CL7ddbb0abd6|||0|When an attack you control hits a hero, you may destroy this. If you do, deal 1 arcane damage to them.|Runeblade, Equipment, Arms
EG91ba07603a|Hard Knuckle|CE2823324dd3|CL46a808cfd5|||0|When you play an attack action card, you may destroy this. If you do, the attack gets +1{p}.|Generic, Equipment, Arms
EGc2f40b02f5|Adaptive Dissolver|CEc7e119c663|CLc2defff067||||**Modular**  **Action** - 0: Equip this to another equipment zone.  **Arcane Barrier 1**|Mechanologist, Equipment, Base
EGd972771687|Aether Bindings of the Third Age|CEf419f10d3d|CLaf2c41eb4e|||1|**Instant** - Destroy this: Until end of turn, whenever an aura permanent you control with Sigil in its name leaves the arena, **amp 1**.  **Battleworn**|Wizard, Equipment, Arms
EG1f75b53217|Arcanite Fortress|CEaf0b408f77|CL46a808cfd5|||*|This card's {d} is equal to the number of equipment you control with Arcanite in their name.  **Spellvoid X**, where X is the number of equipment you control with Arcanite in their name.  **Guardwell**|Generic, Equipment, Chest
EGa5fd04121a|Barkskin of the Millennium Tree|CEb98ce9231c||TL44d476274f||2|When this defends, if there are 4 or more Earth cards in your banished zone, create an Embodiment of Earth token.  **Temper**|Earth, Equipment, Chest
EG210d794a2a|Bloodtorn Bodice|CEef91660b46|CL7ddbb0abd6|||0|**Action** - Destroy this and an aura you control: Gain {r}. **Go again**|Runeblade, Equipment, Chest
EGb0e9796148|Bruised Leather|CEac2d144328|CL46a808cfd5|||0|**Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this only if you've been dealt damage this turn.|Generic, Equipment, Chest
EGe376924d16|Calming Cloak|CE7d5661b6a5|CLe7f74fadce||||**Instant** - {r}: destroy this: The next aura you play this turn costs {r}{r} less to play.  **Arcane Barrier 1**|Illusionist, Equipment, Chest
EG1bc2cb593f|Calming Gesture|CE5e9ccd6fcc|CLe7f74fadce||||**Instant** - {r}, destroy this: Create a Spectral Shield token.  **Arcane Barrier 1**|Illusionist, Equipment, Arms
EG0efafeb9a8|Face Purgatory|CE07f9e6630f|CL7ddbb0abd6|||2|When this defends together with an attack action card and a non-attack action card, the attacking hero discards a card and you draw a card.  **Blade Break**|Runeblade, Equipment, Head
EG86b292b0ad|Flash of Brilliance|CEea41700b9f||TL71f4977891||1|When this defends, you may discard a Lightning card. If you do, return an aura you control to its owner's hand.  **Blade Break**|Lightning, Equipment, Head
EG6a67d4254e|Fluttersteps|CE1431709e31|CLe7f74fadce||||When this is destroyed, you may play your next aura this turn as though it were an instant.  **Ward 1**|Illusionist, Equipment, Legs
EG135b942874|Four Finger Gloves|CE50a9ee6faf|CL46a808cfd5|||0|**Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this only if you've been dealt damage this turn.|Generic, Equipment, Arms
EG16ec365a40|Helm of Lignum Vitae|CE4163929329||TL44d476274f||1|If there are 4 or more Earth cards in your banished zone, this gets +1{d}.  **Blade Break**|Earth, Equipment, Head
EG7a9cb8fd01|Hold Focus|CE40b9d7224b|CLaf2c41eb4e|||0|**Action** - Destroy this: **Amp 1**. **Go again**|Wizard, Equipment, Arms
EG4f8b9f9ab7|Hood of Second Thoughts|CE0f9eb0282d|CL46a808cfd5|||0|**Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this only if you've been dealt damage this turn.|Generic, Equipment, Head
EGf9da906d2d|Ink-lined Cloak|CE704e93cc82|CLaf2c41eb4e|||0|**Instant** - Destroy this: Gain {r}. Activate this only if you control an aura permanent with Sigil in its name.|Wizard, Equipment, Chest
EGe4e531e81a|Lightning Greaves|CE71a81482b6||TL71f4977891||1|**Instant** - {r}, destroy this: Instant cards you play this turn get **go again**.  **Arcane Barrier 1**  **Battleworn**|Lightning, Equipment, Legs
EGd4b46defb1|Runehold Release|CE5f50c21173|CL7ddbb0abd6|||0|**Action** - Destroy this: Create a Runechant token. **Go again**|Runeblade, Equipment, Arms
EG26110a0b5d|Twinkle Toes|CE0665ee45ef||TL71f4977891||0|**Instant** - Destroy this: Prevent the next 2 damage that would be dealt to you this turn. Activate this only if you've played an instant card this turn.|Lightning, Equipment, Legs
EG6b53ba5e72|Well Grounded|CEb0a946ec26||TL44d476274f||0|**Instant** - Destroy this: Prevent the next 2 damage that would be dealt to you this turn. Activate this only if there are 4 or more Earth cards in your banished zone.|Earth, Equipment, Legs
EGe98af28afc|Widow Back Abdomen|CE8e97bdb4b6|CLa055f8b49d||||**Arcane Barrier 1**  **Spellvoid 1**|Assassin, Equipment, Chest
EG49fc034c88|Widow Claw Tarsus|CE28f687f6f3|CLa055f8b49d||||**Arcane Barrier 1**  **Spellvoid 1**|Assassin, Equipment, Arms
EG7611c84271|Widow Veil Respirator|CEa60c319ed1|CLa055f8b49d||||**Arcane Barrier 1**  **Spellvoid 1**|Assassin, Equipment, Head
EGde6b0c8335|Widow Web Crawler|CEad34aa2f08|CLa055f8b49d||||**Arcane Barrier 1**  **Spellvoid 1**|Assassin, Equipment, Legs
EG0176284a12|Heavy Industry Gear Shift|CE6db3f9055f|CLc2defff067|||1|**Action** - Destroy this: Banish the top 2 cards of your deck. Gain 1 action point for each Mechanologist card banished this way.  **Battleworn**|Mechanologist, Equipment, Legs
EGb54e1f6c83|Heavy Industry Power Plant|CE6aae7c4a5b|CLc2defff067|||2|**Action** - {r}, destroy this: Whenever you **boost** this turn, gain {r}. **Go again**  **Temper**|Mechanologist, Equipment, Chest
EGaca551018e|Heavy Industry Ram Stop|CE8974ecc2b9|CLc2defff067|||1|When this defends, you may pay {r}. If you do, it gets +1{d} until end of turn.  **Temper**|Mechanologist, Equipment, Arms
EG6639ddf76a|Heavy Industry Surveillance|CE8f6703f9fd|CLc2defff067|||1|When this defends, you may banish the top card of your deck. If it's a Mechanologist card, this gets +1{d} until end of turn.  **Temper**|Mechanologist, Equipment, Head
EG76a6f45094|Gauntlets of the Boreal Domain|CE5910ac9b4f|CL8060afda51|TL44d476274f, TLd53b257ba8||2|**Once per Turn Action** - {r}{r}: If an Earth card is pitched this way, your attacks named Mangle get +2{p} this turn. If an Ice card is pitched this way, your attacks named Mangle get **dominate** this turn. **Go again**  **Temper**|Earth, Ice, Guardian, Equipment, Arms
EGff17cc2bc8|Ollin Ice Cap|CEb85a95f2dd|CL8060afda51|TLd53b257ba8||1|When this defends together with an Ice card, create a Frostbite token under the attacking hero's control.  **Blade Break**|Ice, Guardian, Equipment, Head
EG63f0be4f01|Root-Bound Trunks|CE46d84b4109|CL8060afda51|TL44d476274f||1|When this defends together with an aura card, create an Embodiment of Earth token.  **Blade Break**|Earth, Guardian, Equipment, Legs
EG45bc83a0b0|Tectonic Crust|CE83680184f6|CL8060afda51|TL44d476274f||2|When this defends together with an Earth card, create a Seismic Surge token.  **Temper**|Earth, Guardian, Equipment, Chest
EGb4490e6395|Blade Beckoner Boots|CE5ee71da445|CL46a808cfd5|||1|This gets +1{d} while defending a weapon attack.  **Guardwell**|Generic, Equipment, Legs
EG16642d1ddf|Blade Beckoner Gauntlets|CEd1294e9afe|CL46a808cfd5|||1|This gets +1{d} while defending a weapon attack.  **Guardwell**|Generic, Equipment, Arms
EGf441a74c29|Blade Beckoner Helm|CEb1990f1d7c|CL46a808cfd5|||1|This gets +1{d} while defending a weapon attack.  **Guardwell**|Generic, Equipment, Head
EGa347e7f70f|Blade Beckoner Plating|CEf0d816b314|CL46a808cfd5|||1|This gets +1{d} while defending a weapon attack.  **Guardwell**|Generic, Equipment, Chest
EGd4392b7cf9|Blood Splattered Vest|CEc66ee04e9c|CLa055f8b49d, CL04a4fce796|||1|Whenever a dagger you control hits, you may gain {r} and put a stain counter on this. Then if there are 3 or more stain counters on this, destroy it.  **Blade Break**|Assassin, Ninja, Equipment, Chest
EG97709f598b|Bunker Beard|CEf93572bcfc|CL46a808cfd5|||0|**Defense Reaction** - Destroy this: You may add an action card from your arsenal to the active chain link as a defending card.|Generic, Equipment, Head
EG08bc99fa6d|Coat of Allegiance|CE66c942d23b||TL8d85e3583f||0|**Action** - Destroy this: Gain {r}. Until end of turn, you may only play cards that are Draconic. **Go again**|Draconic, Equipment, Chest
EG24ff2356ee|Danger Digits|CEeddaeb640c|CLa055f8b49d, CL04a4fce796|||0|**Attack Reaction** - Destroy this: Target dagger you control that isn't on the active chain link deals 1 damage to the defending hero. If damage is dealt this way, the dagger has hit. Destroy the dagger.|Assassin, Ninja, Equipment, Arms
EGfcf27dae87|Dragonscaler Flight Path|CE3be5df48e8||TL8d85e3583f||1|**Instant** - {r}{r}{r}, destroy this: Target Draconic attack gets **go again**. If it's a weapon or ally attack, you may attack with it an additional time this turn. This ability costs {r} less to activate for each Draconic chain link you control.  **Battleworn**|Draconic, Equipment, Legs
EGd5563516f6|Enchanted Quiver|CE7d2e60b77b|CLe8126c64c3||||**Instant** - Destroy this: Prevent the next 1 arcane damage that would be dealt to you this turn. If there is a face-up arrow in your arsenal, instead prevent the next 2.|Ranger, Equipment, Quiver
EGa89f2fce28|Hand of Vengeance|CE806c998377||TL8d85e3583f||1|**Attack Reaction** - Destroy this: Target attack that is attacking Arakni gets +1{p}.  **Blade Break**|Draconic, Equipment, Arms
EGeb964be3ba|Heart of Vengeance|CE6071c280ef||TL8d85e3583f||1|**Instant** - Destroy this: Your next attack this turn that targets Arakni costs {r} less to play or activate.  **Blade Break**|Draconic, Equipment, Chest
EGbc74ce9c14|Kabuto of Imperial Authority|CE81f13ae22c|CLf4c16fcffe|||2|When this defends, until end of turn, opponents can't attack with weapons.  **Blade Break**|Warrior, Equipment, Head
EGc8711ffc7b|Leap Frog Gloves|CE8fccdfb318|CLa055f8b49d, CL04a4fce796|||1|When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.  **Blade Break**|Assassin, Ninja, Equipment, Arms
EG5e3fadf864|Leap Frog Leggings|CE816557d931|CLa055f8b49d, CL04a4fce796|||1|When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.  **Blade Break**|Assassin, Ninja, Equipment, Legs
EGe664572a7d|Leap Frog Slime Skin|CEea6e96b84c|CLa055f8b49d, CL04a4fce796|||1|When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.  **Blade Break**|Assassin, Ninja, Equipment, Chest
EGb5f3bf8faa|Leap Frog Vocal Sac|CEf75c4bf7f3|CLa055f8b49d, CL04a4fce796|||1|When an opponent plays or activates an attack reaction, you may add this to the active chain link as a defending card.  **Blade Break**|Assassin, Ninja, Equipment, Head
EGc676e69e25|Mask of Deceit|CEb8b0481f33|CLa055f8b49d|||2|**Arakni Specialization**  When this defends, become a random Agent of Chaos. If the attacking hero is **marked**, instead choose the Agent of Chaos.  **Blade Break**|Assassin, Equipment, Head
EG5799b310b1|Misfire Dampener|CEb47f6acdad|CLc2defff067|||1|**Instant** - Destroy this: Prevent the next 1 arcane damage that would be dealt to you this turn. If you've **boosted** this turn, instead prevent the next 2.  **Blade Break**|Mechanologist, Equipment, Arms
EG3f36ebd76a|Path of Vengeance|CEa8aff7f44a||TL8d85e3583f||1|**Attack Reaction** - Destroy this: Target attack that is attacking Arakni gets **go again**.  **Blade Break**|Draconic, Equipment, Legs
EG24d0a600de|Quickdodge Flexors|CE6702bf04cb|CL46a808cfd5|||0|**Defense Reaction** - {r}: Add this to the active chain link as a defending card. It has 2 base {d} this chain link.  At the beginning of the end phase, if this defendend this turn, destroy it.|Generic, Equipment, Legs
EGd8ae578c6c|Red Alert Boots|CE37f2ca66df|CLa055f8b49d, CLf4c16fcffe|||1|If an attack reaction has been played or activated this chain link, this gets +1{d}.  **Blade Break**|Assassin, Warrior, Equipment, Legs
EG5abcfa703e|Red Alert Gloves|CEf8e1b1267e|CLa055f8b49d, CLf4c16fcffe|||1|If an attack reaction has been played or activated this chain link, this gets +1{d}.  **Blade Break**|Assassin, Warrior, Equipment, Arms
EGbad7d409df|Red Alert Vest|CE7e41b2ca09|CLa055f8b49d, CLf4c16fcffe|||1|If an attack reaction has been played or activated this chain link, this gets +1{d}.  **Blade Break**|Assassin, Warrior, Equipment, Chest
EG23e763d42f|Red Alert Visor|CE16193d2e3a|CLa055f8b49d, CLf4c16fcffe|||1|If an attack reaction has been played or activated this chain link, this gets +1{d}.  **Blade Break**|Assassin, Warrior, Equipment, Head
EG39e321a27d|Starting Point|CE2dc2a15175|CLa055f8b49d, CLf4c16fcffe|||0|**Attack Reaction** - Destroy this: Target attack gets **go again**. Activate this only if you've played a card or activated an ability this reaction step.|Assassin, Warrior, Equipment, Legs
EG23262f7c56|Tremorshield Sabatons|CE8ccf88307f|CL8060afda51|||1|**Instant** - Destroy this: Prevent the next 1 arcane damage that would be dealt to you this turn. If you've controlled a Seismic Surge token this turn, instead prevent the next 2.  **Blade Break**|Guardian, Equipment, Legs
EG7902f2a22e|Vow of Vengeance|CE9750daad67||TL8d85e3583f||1|**Attack Reaction** - Destroy this: **Mark** target Arakni.  **Blade Break**|Draconic, Equipment, Head
EGbf0ea09f21|Cap of Quick Thinking|CE18b2af124e||TL71f4977891|||**Instant** - Destroy this: If you would be dealt damage by a source an opponent controls this turn, you may discard an instant card to prevent 1 of that damage and draw a card.|Lightning, Equipment, Head
EG41aa3b9b60|Shock Frock|CE766c887c88||TL71f4977891||1|**Action** - Destroy this: Gain {r}. Activate this only if you've played a Lightning card this turn. **Go again**  **Battleworn**|Lightning, Equipment, Chest
EG87166fd4d7|Starlight Striders|CEe42cb0eaf8|CL7ddbb0abd6|TL71f4977891||1|When this defends, you may reveal an instant card from your hand. If you do, create an Embodiment of Lightning token.  **Blade Break**|Lightning, Runeblade, Equipment, Legs
EG6bfaae1b40|Zap Clappers|CEe064e0dff1|CL7ddbb0abd6|TL71f4977891||2|When this defends, you may reveal an instant card from your hand. If you do, deal 1 arcane damage to the attacking hero.  **Blade Break**|Lightning, Runeblade, Equipment, Arms
EGdb61f59b55|Breaker Helm Protos|CEc384472aaa|CLc2defff067|||1|When this defends, you may discard a Hyper Driver. If you do, draw a card and this gets +1{d} until end of turn.  **Temper**|Mechanologist, Equipment, Base, Head
EG83a8b71e95|Drive Brake|CE83b3f88100|CLc2defff067|||1|Whenever you banish a Hyper Driver from boosting, remove a -1{d} counter from this.  **Battleworn**|Mechanologist, Equipment, Legs
EGbf801db471|Fist Pump|CEd1dc0dee16|CLc2defff067|||1|Whenever you banish a Hyper Driver from boosting, target wrench you control gets +1{p} this turn.  **Battleworn**|Mechanologist, Equipment, Arms
EG2a013824ce|Puffer Jacket|CE7c3bd317a4|CLc2defff067|||2|Non-token Hyper Drivers you control enter the arena with an additional steam counter.  **Temper**|Mechanologist, Equipment, Chest
EG4f4cd0fb1e|Breakwater Undertow|CEa75f259d6f|CL466f24c901, CL73a3107d6a|||1|**Attack Reaction** - Destroy this: Target Pirate ally attack gets **go again**. When the combat chain closes, destroy the ally.  **Blade Break**|Pirate, Necromancer, Equipment, Legs
EG9d4a4afc46|Compass of Sunken Depths|CEacfa863c49|CL466f24c901, CL73a3107d6a||||**Instant** - {t}: Look at the top card of your deck.  The first card with watery grave you play from your graveyard each turn gets **go again**.|Pirate, Necromancer, Equipment, Off-Hand
EG1f46e60be3|Graven Justaucorpse|CEa97a0cc310|CL73a3107d6a|||1|**Instant** - Destroy this: Discard a card. Gain {r} equal to its pitch value.  **Battleworn**|Necromancer, Equipment, Chest
EG8490cc38ed|Tricorn of Saltwater Death|CEad3aabb58a|CL466f24c901, CL73a3107d6a|||1|When this defends, you may discard a card with watery grave. If you do, draw a card.  **Blade Break**|Pirate, Necromancer, Equipment, Head
EG36f8eff921|Washed Up Wave|CE2d7529575f|CL466f24c901, CL73a3107d6a|||0|When this defends, you may discard a card or destroy the top card of your deck. If that card has watery grave, this gets +2{d}.  **Blade Break**|Pirate, Necromancer, Equipment, Arms
EG626ae65437|Bandana of the Blue Beyond|CEbcab50d9a3|CL46a808cfd5|||0|**Action** - Discard a card, destroy this: Put a blue card from your graveyard on the bottom of your deck. **Go again**|Generic, Equipment, Head
EGeed590a77f|Blue Sea Tricorn|CEdeba585a0b|CL466f24c901|||1|**Action** - {r}{r}{r}, destroy this: Draw a card. **Go again**  **Blade Break**|Pirate, Equipment, Head
EGece34d3013|Buccaneer's Bounty|CEf3093df42d|CL466f24c901|||1|**Action** - Destroy this: Gain {r}. **Go again**  **Blade Break**|Pirate, Equipment, Chest
EGcd107cb5ed|Captain's Coat|CEfa2de8617b|CL46a808cfd5|||0|**Action** - Destroy this: Gain {r}. Activate this only if you've drawn a card this turn. **Go again**|Generic, Equipment, Chest
EG5e8a57166c|Cogwerx Tinker Rings|CE65e06f23be|CLc2defff067|||2|When this defends, create a Golden Cog token.  **Blade Break**|Mechanologist, Equipment, Arms
EG27209621a3|Dead Threads|CE53734b15ff|CL73a3107d6a|||1|**Instant** - {t}: Gain {r}. Activate this only if an ally has been put into your graveyard this turn.  **Blade Break**|Necromancer, Equipment, Chest
EG363a7a2658|Fish Fingers|CE5783421253|CL466f24c901|||1|**Action** - {r}, destroy this: Your next attack this turn gets +1{p}. **Go again**  **Blade Break**|Pirate, Equipment, Arms
EG6705dbdbb7|Glidewell Fins|CEb5011275dc|CLe8126c64c3|||1|**Action** - {r}, destroy this: Put an arrow from your hand face-up into your arsenal. It gets +1{p} this turn. **Go again**  **Battleworn**|Ranger, Equipment, Arms
EGb31a11bfe8|Gold-Baited Hook|CE3ca6277da8|CL466f24c901|||1|"**Action** - {t}: Your next Pirate attack this turn gets ""When this hits a hero, **steal** a Gold token they control, otherwise create a Gold token."" At the beginning of your end phase, if you haven't created or stolen a Gold token this turn, destroy this. **Go again**  **Battleworn**"|Pirate, Equipment, Arms
EG99faa10454|Head Stone|CE2b891164ba|CL73a3107d6a|||1|**Instant** - Destroy this: Destroy the top card of your deck.  **Battleworn**|Necromancer, Equipment, Head
EGefc8f6aa6f|Helmsman's Peak|CE31f67547a8|CL46a808cfd5|||1|When this defends, look at the top card of your deck.  **Blade Break**|Generic, Equipment, Head
EG1f3033bab0|Light Fingers|CE74a1557240|CL46a808cfd5|||1|When this defends, if you are a Thief, **steal** a Gold token the attacking hero controls.  **Blade Break**|Generic, Equipment, Arms
EG7bc43d485e|Old Knocker|CEbb1310c375|CL46a808cfd5|||1|**Instant** - {t} your hero, destroy this: Gain {r}  Blade Break|Generic, Equipment, Chest
EG3110c6472d|Patch the Hole|CE8ae8a2dd76|CLe8126c64c3|||0|**Instant** - Destroy this: Return a card from your arsenal to your hand.|Ranger, Equipment, Head
